Instant,Riders,Season,Month,Hour,Holiday,Weekday,Workday,Weather,Temperature,Humidity,Wind
10604,220,2,3,22,0,4,1,1,66,.83,.194
10605,151,2,3,23,0,4,1,1,66,.83,.0896
10606,95,2,3,0,0,5,1,1,66,.83,0
10607,50,2,3,1,0,5,1,1,64,.88,0
10608,32,2,3,2,0,5,1,1,64,.88,.0896
10609,10,2,3,3,0,5,1,1,63,.88,.1045
10610,3,2,3,4,0,5,1,2,61,.94,.1045
10611,34,2,3,5,0,5,1,2,61,.94,0
10612,116,2,3,6,0,5,1,2,61,.88,0
10613,346,2,3,7,0,5,1,2,61,.93,.1343
10614,662,2,3,8,0,5,1,2,61,.94,.1343
10615,380,2,3,9,0,5,1,2,63,.9,.0896
10616,275,2,3,10,0,5,1,2,66,.88,.1045
10617,318,2,3,11,0,5,1,2,73,.73,.1045
10618,471,2,3,12,0,5,1,2,77,.61,.2239
10619,428,2,3,13,0,5,1,2,81,.48,0
10620,432,2,3,14,0,5,1,2,81,.42,.1045
10621,472,2,3,15,0,5,1,2,81,.42,.1343
10622,589,2,3,16,0,5,1,2,81,.42,.1642
10623,957,2,3,17,0,5,1,2,81,.42,.1642
10624,830,2,3,18,0,5,1,1,79,.45,.1642
10625,686,2,3,19,0,5,1,1,77,.5,.194
10626,445,2,3,20,0,5,1,1,77,.47,.1343
10627,284,2,3,21,0,5,1,1,77,.53,.1045
10628,271,2,3,22,0,5,1,1,75,.64,.2836
10629,176,2,3,23,0,5,1,1,73,.69,.2537
10630,156,2,3,0,0,6,0,1,68,.68,0
10631,128,2,3,1,0,6,0,1,66,.73,.0896
10632,69,2,3,2,0,6,0,1,64,.77,.1045
10633,32,2,3,3,0,6,0,1,64,.77,.1045
10634,7,2,3,4,0,6,0,1,63,.83,.0896
10635,4,2,3,5,0,6,0,2,63,.83,.1642
10636,28,2,3,6,0,6,0,2,63,.83,.1642
10637,70,2,3,7,0,6,0,2,61,.88,.1343
10638,154,2,3,8,0,6,0,2,61,.94,.194
10639,249,2,3,9,0,6,0,2,63,.83,.1343
10640,345,2,3,10,0,6,0,2,63,.88,.194
10641,273,2,3,11,0,6,0,2,61,.94,.194
10642,183,2,3,12,0,6,0,3,63,.94,.2239
10643,196,2,3,13,0,6,0,3,63,.94,.2537
10644,223,2,3,14,0,6,0,3,63,.88,.3582
10645,290,2,3,15,0,6,0,3,61,.94,.4179
10646,177,2,3,16,0,6,0,3,61,.94,.2985
10647,115,2,3,17,0,6,0,3,61,.88,.2239
10648,137,2,3,18,0,6,0,3,57,.94,.2239
10649,133,2,3,19,0,6,0,3,57,.94,.1343
10650,111,2,3,20,0,6,0,3,55,1,.194
10651,104,2,3,21,0,6,0,3,55,1,.194
10652,83,2,3,22,0,6,0,3,55,1,.2537
10653,105,2,3,23,0,6,0,2,55,.94,.2836
10654,80,2,3,0,0,0,0,2,55,.94,.2836
10655,89,2,3,1,0,0,0,2,54,1,.2537
10656,35,2,3,2,0,0,0,3,54,1,.2985
10657,18,2,3,3,0,0,0,3,54,.94,.2985
10658,8,2,3,4,0,0,0,2,54,.94,.3284
10659,6,2,3,5,0,0,0,2,52,1,.2537
10660,18,2,3,6,0,0,0,2,52,1,.2537
10661,39,2,3,7,0,0,0,2,52,.94,.3284
10662,89,2,3,8,0,0,0,2,52,.94,.3284
10663,118,2,3,9,0,0,0,2,52,.94,.2537
10664,250,2,3,10,0,0,0,2,52,.87,.3284
10665,323,2,3,11,0,0,0,2,52,.94,.2537
10666,360,2,3,12,0,0,0,2,52,.94,.2239
10667,367,2,3,13,0,0,0,2,54,.88,.1642
10668,414,2,3,14,0,0,0,2,55,.88,.1642
10669,421,2,3,15,0,0,0,2,55,.88,.194
10670,492,2,3,16,0,0,0,1,59,.77,0
10671,419,2,3,17,0,0,0,1,61,.72,.0896
10672,491,2,3,18,0,0,0,1,61,.72,.0896
10673,375,2,3,19,0,0,0,1,61,.72,.2537
10674,259,2,3,20,0,0,0,1,59,.77,.2239
10675,149,2,3,21,0,0,0,1,59,.77,.1642
10676,111,2,3,22,0,0,0,1,57,.82,.1343
10677,65,2,3,23,0,0,0,1,59,.82,.1343
10678,33,2,3,0,0,1,1,2,59,.82,.1642
10679,28,2,3,1,0,1,1,1,59,.82,.2537
10680,20,2,3,2,0,1,1,1,57,.88,.2239
10681,1,2,3,3,0,1,1,1,57,.82,.194
10682,4,2,3,4,0,1,1,1,55,.82,.1642
10683,36,2,3,5,0,1,1,1,55,.77,.1642
10684,117,2,3,6,0,1,1,1,54,.82,.194
10685,370,2,3,7,0,1,1,1,55,.72,.194
10686,657,2,3,8,0,1,1,1,55,.62,.2239
10687,282,2,3,9,0,1,1,1,57,.47,.2836
10688,153,2,3,10,0,1,1,1,61,.36,.5821
10689,178,2,3,11,0,1,1,1,59,.31,.5821
10690,279,2,3,12,0,1,1,1,59,.33,.5224
10691,301,2,3,13,0,1,1,1,59,.29,.6866
10692,217,2,3,14,0,1,1,1,59,.33,.4478
10693,223,2,3,15,0,1,1,1,59,.29,.6119
10694,305,2,3,16,0,1,1,1,59,.25,.6418
10695,664,2,3,17,0,1,1,1,57,.24,.4478
10696,684,2,3,18,0,1,1,1,55,.26,.4478
10697,458,2,3,19,0,1,1,1,54,.24,.3582
10698,221,2,3,20,0,1,1,1,52,.26,.5224
10699,186,2,3,21,0,1,1,1,50,.25,.4925
10700,93,2,3,22,0,1,1,1,43,.25,.3582
10701,48,2,3,23,0,1,1,1,37,.25,.5224
10702,10,2,3,0,0,2,1,1,37,.26,.5224
10703,5,2,3,1,0,2,1,1,36,.26,.4627
10704,7,2,3,2,0,2,1,1,30,.3,.2985
10705,4,2,3,3,0,2,1,1,30,.3,.3284
10706,3,2,3,4,0,2,1,1,28,.32,.3582
10707,17,2,3,5,0,2,1,1,28,.37,.2836
10708,101,2,3,6,0,2,1,1,30,.37,.194
10709,286,2,3,7,0,2,1,1,30,.37,.194
10710,581,2,3,8,0,2,1,1,28,.37,.2985
10711,267,2,3,9,0,2,1,1,30,.38,.194
10712,138,2,3,10,0,2,1,1,34,.35,.2239
10713,175,2,3,11,0,2,1,1,39,.31,.1642
10714,220,2,3,12,0,2,1,1,41,.31,.1642
10715,211,2,3,13,0,2,1,1,45,.27,0
10716,184,2,3,14,0,2,1,1,52,.24,.1343
10717,200,2,3,15,0,2,1,1,54,.2,0
10718,305,2,3,16,0,2,1,1,54,.2,0
10719,614,2,3,17,0,2,1,1,55,.16,0
10720,644,2,3,18,0,2,1,1,54,.17,.0896
10721,417,2,3,19,0,2,1,1,54,.17,0
10722,294,2,3,20,0,2,1,1,54,.17,.0896
10723,221,2,3,21,0,2,1,1,45,.37,.1642
10724,134,2,3,22,0,2,1,1,45,.37,.1343
10725,64,2,3,23,0,2,1,1,45,.37,.194
10726,30,2,3,0,0,3,1,1,43,.4,.2836
10727,8,2,3,1,0,3,1,1,43,.46,.2985
10728,3,2,3,2,0,3,1,1,39,.49,.2985
10729,5,2,3,3,0,3,1,1,39,.42,.3284
10730,1,2,3,4,0,3,1,1,43,.43,.2985
10731,40,2,3,5,0,3,1,1,43,.43,.2985
10732,115,2,3,6,0,3,1,1,43,.46,.3582
10733,358,2,3,7,0,3,1,1,43,.46,.3284
10734,658,2,3,8,0,3,1,1,50,.46,.3582
10735,314,2,3,9,0,3,1,1,52,.43,.4478
10736,173,2,3,10,0,3,1,1,57,.41,.4179
10737,222,2,3,11,0,3,1,1,61,.42,.3881
10738,268,2,3,12,0,3,1,2,64,.39,.3582
10739,273,2,3,13,0,3,1,1,66,.43,.3284
10740,221,2,3,14,0,3,1,1,77,.38,.3582
10741,199,2,3,15,0,3,1,2,77,.41,.2985
10742,221,2,3,16,0,3,1,3,77,.43,.0896
10743,604,2,3,17,0,3,1,1,75,.6,.2239
10744,641,2,3,18,0,3,1,1,75,.6,.2239
10745,456,2,3,19,0,3,1,1,77,.56,.194
10746,362,2,3,20,0,3,1,1,77,.56,.2985
10747,261,2,3,21,0,3,1,1,68,.6,.2537
10748,172,2,3,22,0,3,1,1,66,.64,.1343
10749,93,2,3,23,0,3,1,1,64,.68,.1343
10750,48,2,3,0,0,4,1,1,64,.68,.194
10751,33,2,3,1,0,4,1,1,66,.6,.1343
10752,6,2,3,2,0,4,1,1,75,.28,.2985
10753,5,2,3,3,0,4,1,1,68,.28,.2537
10754,9,2,3,4,0,4,1,1,63,.36,.2537
10755,32,2,3,5,0,4,1,1,61,.45,.2239
10756,117,2,3,6,0,4,1,1,57,.59,.2537
10757,367,2,3,7,0,4,1,1,57,.51,.3582
10758,654,2,3,8,0,4,1,1,57,.47,.4179
10759,321,2,3,9,0,4,1,1,59,.48,.4179
10760,166,2,3,10,0,4,1,1,57,.47,.4478
10761,220,2,3,11,0,4,1,1,61,.45,.4179
10762,292,2,3,12,0,4,1,1,61,.42,.4925
10763,273,2,3,13,0,4,1,1,57,.44,.3284
10764,238,2,3,14,0,4,1,1,61,.42,.3582
10765,307,2,3,15,0,4,1,1,63,.39,.3582
10766,388,2,3,16,0,4,1,1,63,.36,.3284
10767,703,2,3,17,0,4,1,1,63,.38,.3881
10768,681,2,3,18,0,4,1,1,61,.39,.2985
10769,468,2,3,19,0,4,1,1,59,.39,.2836
10770,335,2,3,20,0,4,1,1,57,.38,.2985
10771,224,2,3,21,0,4,1,1,55,.44,.2836
10772,152,2,3,22,0,4,1,1,54,.44,.2836
10773,94,2,3,23,0,4,1,1,54,.47,.2985
10774,59,2,3,0,0,5,1,1,52,.47,.2985
10775,27,2,3,1,0,5,1,1,50,.5,.2836
10776,7,2,3,2,0,5,1,1,43,.53,.2985
10777,7,2,3,3,0,5,1,1,43,.61,.1343
10778,2,2,3,4,0,5,1,1,45,.53,.0896
10779,26,2,3,5,0,5,1,1,43,.61,.0896
10780,86,2,3,6,0,5,1,1,43,.57,.1343
10781,289,2,3,7,0,5,1,1,41,.57,.1642
10782,593,2,3,8,0,5,1,1,41,.66,.1642
10783,321,2,3,9,0,5,1,1,43,.57,.1642
10784,187,2,3,10,0,5,1,2,46,.57,.1045
10785,201,2,3,11,0,5,1,2,48,.53,0
10786,270,2,3,12,0,5,1,2,50,.54,0
10787,242,2,3,13,0,5,1,3,52,.5,0
10788,229,2,3,14,0,5,1,3,52,.54,0
10789,280,2,3,15,0,5,1,3,54,.54,0
10790,367,2,3,16,0,5,1,3,52,.62,.2836
10791,606,2,3,17,0,5,1,2,52,.62,.2239
10792,560,2,3,18,0,5,1,1,54,.54,.194
10793,395,2,3,19,0,5,1,1,52,.62,.2239
10794,209,2,3,20,0,5,1,1,52,.62,.1642
10795,220,2,3,21,0,5,1,1,50,.66,.1343
10796,153,2,3,22,0,5,1,1,45,.71,.1642
10797,123,2,3,23,0,5,1,1,48,.71,0
10798,92,2,3,0,0,6,0,1,50,.82,.194
10799,82,2,3,1,0,6,0,2,52,.76,.194
10800,69,2,3,2,0,6,0,2,54,.77,.2537
10801,31,2,3,3,0,6,0,1,52,.82,.2537
10802,8,2,3,4,0,6,0,1,54,.77,.4179
10803,5,2,3,5,0,6,0,1,52,.82,.2239
10804,23,2,3,6,0,6,0,2,45,.87,.1642
10805,44,2,3,7,0,6,0,2,45,.87,.1642
10806,145,2,3,8,0,6,0,2,45,.87,.194
10807,223,2,3,9,0,6,0,2,52,.76,.194
10808,313,2,3,10,0,6,0,2,52,.76,.1343
10809,463,2,3,11,0,6,0,1,57,.72,.1343
10810,621,2,3,12,0,6,0,1,59,.67,0
10811,638,2,3,13,0,6,0,1,64,.6,.1343
10812,551,2,3,14,0,6,0,2,61,.63,.2537
10813,605,2,3,15,0,6,0,2,63,.59,.2836
10814,535,2,3,16,0,6,0,2,61,.63,.2985
10815,543,2,3,17,0,6,0,1,59,.67,.4179
10816,341,2,3,18,0,6,0,2,55,.72,.4627
10817,284,2,3,19,0,6,0,1,54,.71,.4478
10818,208,2,3,20,0,6,0,2,52,.71,.3284
10819,143,2,3,21,0,6,0,2,52,.71,.3284
10820,156,2,3,22,0,6,0,2,50,.71,.2537
10821,112,2,3,23,0,6,0,2,43,.76,.2836
10822,67,2,4,0,0,0,0,2,43,.76,.2537
10823,62,2,4,1,0,0,0,2,45,.76,.1642
10824,81,2,4,2,0,0,0,2,45,.76,.1642
10825,25,2,4,3,0,0,0,2,43,.81,.1343
10826,12,2,4,4,0,0,0,2,45,.81,.0896
10827,18,2,4,5,0,0,0,2,45,.81,.0896
10828,97,2,4,6,0,0,0,2,45,.76,.1343
10829,84,2,4,7,0,0,0,2,45,.71,.1343
10830,125,2,4,8,0,0,0,2,46,.76,.0896
10831,275,2,4,9,0,0,0,2,45,.81,.1343
10832,360,2,4,10,0,0,0,2,52,.71,.1045
10833,451,2,4,11,0,0,0,2,52,.71,.194
10834,445,2,4,12,0,0,0,2,54,.67,.2239
10835,464,2,4,13,0,0,0,2,55,.62,.194
10836,561,2,4,14,0,0,0,2,59,.55,.2239
10837,573,2,4,15,0,0,0,1,61,.55,.2537
10838,511,2,4,16,0,0,0,1,63,.52,.2537
10839,555,2,4,17,0,0,0,1,63,.55,.2836
10840,432,2,4,18,0,0,0,1,63,.52,.2985
10841,346,2,4,19,0,0,0,1,63,.55,.2239
10842,232,2,4,20,0,0,0,2,61,.59,.2239
10843,134,2,4,21,0,0,0,2,61,.59,.1642
10844,68,2,4,22,0,0,0,3,61,.63,.1045
10845,63,2,4,23,0,0,0,3,57,.72,0
10846,17,2,4,0,0,1,1,3,55,.82,.1045
10847,5,2,4,1,0,1,1,3,54,.88,.0896
10848,5,2,4,2,0,1,1,3,55,.94,.1343
10849,4,2,4,4,0,1,1,1,52,.76,.4925
10850,24,2,4,5,0,1,1,1,52,.76,.4925
10851,110,2,4,6,0,1,1,1,41,.71,.4627
10852,306,2,4,7,0,1,1,1,39,.66,.3881
10853,589,2,4,8,0,1,1,1,43,.57,.3284
10854,317,2,4,9,0,1,1,1,50,.54,.3582
10855,204,2,4,10,0,1,1,1,52,.5,.5224
10856,209,2,4,11,0,1,1,1,54,.47,.4478
10857,281,2,4,12,0,1,1,1,55,.44,.4478
10858,281,2,4,13,0,1,1,1,57,.36,.2985
10859,268,2,4,14,0,1,1,1,57,.31,.4179
10860,324,2,4,15,0,1,1,1,59,.33,.4179
10861,395,2,4,16,0,1,1,1,61,.34,.3284
10862,729,2,4,17,0,1,1,1,61,.29,.2836
10863,618,2,4,18,0,1,1,1,61,.27,.2537
10864,494,2,4,19,0,1,1,1,61,.27,.2537
10865,329,2,4,20,0,1,1,1,57,.31,.1642
10866,238,2,4,21,0,1,1,1,57,.28,.1343
10867,123,2,4,22,0,1,1,1,54,.44,.194
10868,66,2,4,23,0,1,1,1,55,.35,.1642
10869,33,2,4,0,0,2,1,1,52,.43,.1343
10870,11,2,4,1,0,2,1,1,50,.46,.2239
10871,5,2,4,2,0,2,1,1,45,.53,.1642
10872,3,2,4,3,0,2,1,1,50,.46,0
10873,1,2,4,4,0,2,1,1,43,.66,.0896
10874,27,2,4,5,0,2,1,1,43,.66,.0896
10875,100,2,4,6,0,2,1,1,41,.61,.0896
10876,341,2,4,7,0,2,1,1,43,.66,.0896
10877,604,2,4,8,0,2,1,1,46,.57,0
10878,408,2,4,9,0,2,1,1,54,.38,.0896
10879,219,2,4,10,0,2,1,1,55,.33,0
10880,258,2,4,11,0,2,1,1,59,.23,0
10881,331,2,4,12,0,2,1,1,63,.25,0
10882,345,2,4,13,0,2,1,1,66,.19,.2537
10883,311,2,4,14,0,2,1,1,66,.21,.2239
10884,316,2,4,15,0,2,1,1,73,.2,.194
10885,485,2,4,16,0,2,1,1,75,.21,.1642
10886,757,2,4,17,0,2,1,1,75,.17,.194
10887,800,2,4,18,0,2,1,1,75,.26,.1642
10888,558,2,4,19,0,2,1,1,66,.26,.1045
10889,379,2,4,20,0,2,1,1,66,.24,.1343
10890,243,2,4,21,0,2,1,1,64,.45,0
10891,158,2,4,22,0,2,1,1,61,.51,0
10892,79,2,4,23,0,2,1,1,61,.59,0
10893,41,2,4,0,0,3,1,1,59,.48,0
10894,11,2,4,1,0,3,1,1,57,.59,0
10895,5,2,4,2,0,3,1,1,57,.51,0
10896,3,2,4,3,0,3,1,1,55,.58,.0896
10897,1,2,4,4,0,3,1,1,54,.67,.0896
10898,27,2,4,5,0,3,1,1,54,.67,.0896
10899,126,2,4,6,0,3,1,2,54,.58,0
10900,366,2,4,7,0,3,1,2,55,.62,0
10901,684,2,4,8,0,3,1,2,55,.72,.1045
10902,363,2,4,9,0,3,1,2,59,.55,.1343
10903,167,2,4,10,0,3,1,2,64,.45,.1343
10904,213,2,4,11,0,3,1,2,77,.43,.3582
10905,283,2,4,12,0,3,1,2,77,.46,.4179
10906,251,2,4,13,0,3,1,2,77,.46,.2537
10907,258,2,4,14,0,3,1,2,77,.46,.194
10908,268,2,4,15,0,3,1,2,77,.44,.2836
10909,390,2,4,16,0,3,1,2,77,.44,.2836
10910,744,2,4,17,0,3,1,1,77,.41,.2985
10911,759,2,4,18,0,3,1,1,77,.41,.2537
10912,494,2,4,19,0,3,1,1,77,.39,.2239
10913,372,2,4,20,0,3,1,1,77,.27,.2239
10914,298,2,4,21,0,3,1,1,75,.23,.3284
10915,181,2,4,22,0,3,1,1,66,.22,.1642
10916,131,2,4,23,0,3,1,1,63,.23,.4179
10917,45,2,4,0,0,4,1,1,63,.23,.4179
10918,13,2,4,1,0,4,1,1,59,.27,.3284
10919,18,2,4,2,0,4,1,1,57,.33,.4478
10920,5,2,4,3,0,4,1,1,54,.41,.2985
10921,1,2,4,4,0,4,1,1,50,.43,.2836
10922,29,2,4,5,0,4,1,1,50,.43,.2836
10923,126,2,4,6,0,4,1,1,43,.46,.3284
10924,354,2,4,7,0,4,1,1,43,.49,.194
10925,638,2,4,8,0,4,1,1,45,.46,.2239
10926,351,2,4,9,0,4,1,1,52,.37,.2537
10927,246,2,4,10,0,4,1,1,54,.35,.2836
10928,268,2,4,11,0,4,1,2,54,.38,.2239
10929,276,2,4,12,0,4,1,1,55,.33,0
10930,291,2,4,13,0,4,1,1,57,.31,0
10931,287,2,4,14,0,4,1,1,57,.33,.1642
10932,269,2,4,15,0,4,1,1,61,.31,.1045
10933,402,2,4,16,0,4,1,1,61,.31,.194
10934,822,2,4,17,0,4,1,1,61,.31,.1642
10935,698,2,4,18,0,4,1,1,61,.31,.1045
10936,487,2,4,19,0,4,1,1,59,.31,.2537
10937,312,2,4,20,0,4,1,1,55,.41,.194
10938,234,2,4,21,0,4,1,1,54,.47,.194
10939,149,2,4,22,0,4,1,1,52,.47,.194
10940,136,2,4,23,0,4,1,1,52,.5,.1343
10941,61,2,4,0,0,5,1,1,52,.43,0
10942,38,2,4,1,0,5,1,1,45,.62,.1343
10943,11,2,4,2,0,5,1,1,43,.5,.3881
10944,8,2,4,3,0,5,1,1,39,.53,.3284
10945,5,2,4,4,0,5,1,1,41,.49,.2537
10946,23,2,4,5,0,5,1,1,39,.53,.3284
10947,80,2,4,6,0,5,1,1,36,.49,.3881
10948,246,2,4,7,0,5,1,1,37,.49,.2836
10949,508,2,4,8,0,5,1,1,36,.49,.3284
10950,376,2,4,9,0,5,1,1,39,.42,.3284
10951,238,2,4,10,0,5,1,1,43,.4,.3284
10952,291,2,4,11,0,5,1,1,52,.37,.2985
10953,337,2,4,12,0,5,1,1,54,.35,.2985
10954,411,2,4,13,0,5,1,1,55,.33,.3284
10955,490,2,4,14,0,5,1,1,59,.29,.3881
10956,537,2,4,15,0,5,1,1,61,.27,.2836
10957,536,2,4,16,0,5,1,1,61,.22,.4179
10958,655,2,4,17,0,5,1,1,63,.23,.4179
10959,484,2,4,18,0,5,1,1,61,.22,.4627
10960,412,2,4,19,0,5,1,1,59,.23,.2985
10961,252,2,4,20,0,5,1,1,57,.24,.2836
10962,190,2,4,21,0,5,1,1,55,.26,.1343
10963,158,2,4,22,0,5,1,1,52,.35,.2239
10964,113,2,4,23,0,5,1,1,54,.3,.2836
10965,94,2,4,0,0,6,0,1,54,.26,.2985
10966,69,2,4,1,0,6,0,1,52,.28,.2537
10967,36,2,4,2,0,6,0,1,43,.29,.3582
10968,28,2,4,3,0,6,0,1,43,.32,.2537
10969,7,2,4,4,0,6,0,1,41,.36,.1642
10970,2,2,4,5,0,6,0,1,41,.33,.1642
10971,19,2,4,6,0,6,0,1,41,.36,.194
10972,54,2,4,7,0,6,0,1,39,.33,.2836
10973,123,2,4,8,0,6,0,1,41,.34,.2537
10974,276,2,4,9,0,6,0,1,52,.3,.2537
10975,363,2,4,10,0,6,0,1,54,.28,.2537
10976,495,2,4,11,0,6,0,1,55,.24,.2985
10977,590,2,4,12,0,6,0,1,57,.23,.3881
10978,643,2,4,13,0,6,0,1,61,.22,.194
10979,578,2,4,14,0,6,0,1,61,.22,.2985
10980,626,2,4,15,0,6,0,1,63,.19,.4179
10981,615,2,4,16,0,6,0,1,64,.19,.3881
10982,567,2,4,17,0,6,0,1,64,.19,.4179
10983,517,2,4,18,0,6,0,1,64,.18,.2985
10984,413,2,4,19,0,6,0,1,64,.16,.3284
10985,208,2,4,20,0,6,0,1,61,.2,.2239
10986,234,2,4,21,0,6,0,1,61,.2,.194
10987,182,2,4,22,0,6,0,1,59,.2,.194
10988,118,2,4,23,0,6,0,1,57,.23,.2239
10989,85,2,4,0,0,0,0,1,55,.24,.2239
10990,64,2,4,1,0,0,0,1,55,.24,.2239
10991,32,2,4,2,0,0,0,1,55,.24,.2239
10992,26,2,4,3,0,0,0,1,54,.26,.1343
10993,7,2,4,4,0,0,0,1,52,.4,0
10994,12,2,4,5,0,0,0,1,50,.46,0
10995,28,2,4,6,0,0,0,1,48,.37,0
10996,37,2,4,7,0,0,0,1,50,.27,.1642
10997,84,2,4,8,0,0,0,1,52,.3,.194
10998,179,2,4,9,0,0,0,1,55,.26,.2239
10999,299,2,4,10,0,0,0,1,61,.25,.2239
11000,404,2,4,11,0,0,0,1,61,.25,.2836
11001,457,2,4,12,0,0,0,1,64,.24,.2537
11002,483,2,4,13,0,0,0,1,68,.23,.1642
11003,503,2,4,14,0,0,0,1,73,.18,.4478
11004,486,2,4,15,0,0,0,1,75,.17,.3582
11005,476,2,4,16,0,0,0,1,75,.19,.3284
11006,411,2,4,17,0,0,0,1,75,.22,.2985
11007,310,2,4,18,0,0,0,1,75,.25,.3284
11008,276,2,4,19,0,0,0,1,75,.23,.3881
11009,211,2,4,20,0,0,0,1,66,.28,.4179
11010,130,2,4,21,0,0,0,1,63,.34,.2239
11011,118,2,4,22,0,0,0,1,61,.36,.2239
11012,51,2,4,23,0,0,0,1,61,.39,.2537
11013,37,2,4,0,0,1,1,1,59,.39,.2836
11014,16,2,4,1,0,1,1,1,57,.41,.1343
11015,6,2,4,2,0,1,1,1,57,.31,.194
11016,3,2,4,3,0,1,1,1,55,.3,.1642
11017,5,2,4,4,0,1,1,1,55,.24,.194
11018,32,2,4,5,0,1,1,1,55,.24,.194
11019,111,2,4,6,0,1,1,1,54,.26,.2239
11020,331,2,4,7,0,1,1,1,54,.28,.194
11021,617,2,4,8,0,1,1,1,55,.3,.194
11022,286,2,4,9,0,1,1,1,57,.31,.3582
11023,178,2,4,10,0,1,1,1,61,.27,.4925
11024,223,2,4,11,0,1,1,1,63,.27,.4179
11025,280,2,4,12,0,1,1,1,64,.28,.7164
11026,281,2,4,13,0,1,1,1,64,.28,.5821
11027,218,2,4,14,0,1,1,1,66,.28,.5522
11028,255,2,4,15,0,1,1,1,68,.28,.5522
11029,391,2,4,16,0,1,1,1,66,.3,.4179
11030,632,2,4,17,0,1,1,1,64,.32,.4179
11031,646,2,4,18,0,1,1,1,64,.34,.2985
11032,421,2,4,19,0,1,1,1,63,.34,.3582
11033,276,2,4,20,0,1,1,1,61,.36,.4478
11034,165,2,4,21,0,1,1,3,59,.41,.4179
11035,108,2,4,22,0,1,1,2,57,.41,.4925
11036,67,2,4,23,0,1,1,1,55,.44,.2985
11037,26,2,4,0,0,2,1,2,55,.47,.2836
11038,9,2,4,1,0,2,1,1,54,.5,.2239
11039,2,2,4,2,0,2,1,1,45,.71,.1343
11040,2,2,4,3,0,2,1,1,45,.71,.1343
11041,2,2,4,4,0,2,1,1,43,.71,.1343
11042,24,2,4,5,0,2,1,1,43,.71,.1343
11043,103,2,4,6,0,2,1,1,45,.71,.1045
11044,384,2,4,7,0,2,1,1,45,.71,.1045
11045,692,2,4,8,0,2,1,1,50,.62,.1343
11046,319,2,4,9,0,2,1,1,54,.67,.194
11047,181,2,4,10,0,2,1,1,57,.47,.1642
11048,239,2,4,11,0,2,1,1,61,.36,0
11049,259,2,4,12,0,2,1,1,64,.22,.2836
11050,283,2,4,13,0,2,1,1,63,.23,.1642
11051,224,2,4,14,0,2,1,1,64,.24,.194
11052,203,2,4,15,0,2,1,1,66,.21,.2985
11053,362,2,4,16,0,2,1,1,68,.21,.2537
11054,744,2,4,17,0,2,1,1,66,.21,.5224
11055,704,2,4,18,0,2,1,1,64,.22,.4179
11056,479,2,4,19,0,2,1,1,63,.2,.3582
11057,282,2,4,20,0,2,1,1,57,.28,.3881
11058,206,2,4,21,0,2,1,1,55,.3,.4478
11059,127,2,4,22,0,2,1,1,52,.37,.4925
11060,62,2,4,23,0,2,1,1,43,.4,.4179
11061,30,2,4,0,0,3,1,1,39,.36,.4179
11062,12,2,4,1,0,3,1,1,41,.39,.2836
11063,2,2,4,2,0,3,1,1,39,.45,.2836
11064,2,2,4,3,0,3,1,1,37,.49,.2239
11065,27,2,4,5,0,3,1,1,36,.56,.194
11066,106,2,4,6,0,3,1,1,37,.56,.1045
11067,321,2,4,7,0,3,1,1,37,.52,.1343
11068,595,2,4,8,0,3,1,1,37,.49,.2239
11069,302,2,4,9,0,3,1,2,39,.49,.2985
11070,153,2,4,10,0,3,1,2,39,.49,.3284
11071,180,2,4,11,0,3,1,2,50,.43,.3284
11072,182,2,4,12,0,3,1,2,43,.46,.3881
11073,163,2,4,13,0,3,1,2,52,.4,.3582
11074,135,2,4,14,0,3,1,1,45,.57,.194
11075,202,2,4,15,0,3,1,3,50,.46,.2239
11076,307,2,4,16,0,3,1,1,55,.33,.2985
11077,579,2,4,17,0,3,1,1,54,.35,.3881
11078,585,2,4,18,0,3,1,3,52,.43,.4179
11079,384,2,4,19,0,3,1,1,52,.4,.3582
11080,235,2,4,20,0,3,1,1,43,.46,.3284
11081,165,2,4,21,0,3,1,1,39,.57,.3881
11082,134,2,4,22,0,3,1,1,39,.57,.3284
11083,61,2,4,23,0,3,1,1,39,.57,.2985
11084,23,2,4,0,0,4,1,1,39,.66,.2836
11085,9,2,4,1,0,4,1,1,39,.66,.2239
11086,4,2,4,2,0,4,1,1,39,.61,.2836
11087,5,2,4,3,0,4,1,1,39,.61,.2537
11088,1,2,4,4,0,4,1,1,37,.61,.2239
11089,21,2,4,5,0,4,1,1,37,.61,.2239
11090,96,2,4,6,0,4,1,1,37,.65,.2537
11091,306,2,4,7,0,4,1,1,36,.65,.3284
11092,624,2,4,8,0,4,1,1,39,.66,.3284
11093,287,2,4,9,0,4,1,1,43,.57,.3582
11094,141,2,4,10,0,4,1,1,52,.5,.2985
11095,224,2,4,11,0,4,1,1,54,.47,.2985
11096,259,2,4,12,0,4,1,1,57,.41,.4478
11097,203,2,4,13,0,4,1,1,59,.36,.4478
11098,224,2,4,14,0,4,1,1,61,.31,.3284
11099,211,2,4,15,0,4,1,1,59,.31,.2537
11100,353,2,4,16,0,4,1,1,59,.31,.2836
11101,656,2,4,17,0,4,1,1,61,.27,.3881
11102,610,2,4,18,0,4,1,1,61,.27,.3881
11103,433,2,4,19,0,4,1,1,57,.31,.2985
11104,280,2,4,20,0,4,1,1,55,.33,.2537
11105,187,2,4,21,0,4,1,1,54,.35,.1343
11106,158,2,4,22,0,4,1,1,54,.35,.194
